id,value
id_0,29.071340106
id_1,62.654086736
id_2,21.923974006
id_3,33.057986286
id_4,10.389484946
id_5,40.073783796
id_6,42.785385916
id_7,18.944077376
id_8,53.494411846
id_9,33.410695096
id_10,42.560030176
id_11,60.475351876
id_12,40.536397176
id_13,46.630393766
id_14,22.733796976
id_15,14.542257326
id_16,53.361929706
id_17,27.492654246
id_18,23.016995916
id_19,22.698919696
id_20,16.857103186
id_21,35.423140676
id_22,37.941511406
id_23,13.835169386
id_24,60.548954316
id_25,45.053032296
id_26,31.321407916
id_27,10.529460666
id_28,30.036954616
id_29,38.836103076
id_30,20.496272626
id_31,12.851785116
id_32,17.337756276
id_33,9.35433665599
id_34,20.399610896
id_35,39.356275976
id_36,18.715368586
id_37,29.413146026
id_38,6.64827888599
id_39,60.838441536
id_40,50.375177156
id_41,17.212856526
id_42,49.042975706
id_43,20.594914426
id_44,44.740908206
id_45,55.435965966
id_46,62.875783116
id_47,41.451622506
id_48,52.040548056
id_49,41.917529436
id_50,32.250690316
id_51,27.380845696
id_52,39.554953646
id_53,25.870908106
id_54,37.253915036
id_55,42.818707326
id_56,24.879131546
id_57,23.723768596
id_58,37.696311166
id_59,32.367251956
id_60,19.978175146
id_61,22.864760336
id_62,34.738234026
id_63,55.446000706
id_64,52.376978316
id_65,26.996027896
id_66,44.184977876
id_67,55.897547116
id_68,27.434689676
id_69,43.191196186
id_70,66.013947336
id_71,56.786509356
id_72,44.990535096
id_73,11.661026646
id_74,14.716554136
id_75,39.581496676
id_76,60.273130316
id_77,4.98437555599
id_78,47.526500516
id_79,45.653731896
id_80,10.895744406
id_81,26.565893276
id_82,5.78688839599
id_83,34.280527396
id_84,13.222454326
id_85,5.46628692599
id_86,17.278223266
id_87,12.764317746
id_88,17.426227566
id_89,35.761540396
id_90,31.139549146
id_91,10.568475626
id_92,18.434244146
id_93,7.04198162599
id_94,37.853803316
id_95,16.328809286
id_96,15.936419816
id_97,9.06564447599
id_98,12.571748836
id_99,6.45715835599
id_100,13.534208396
id_101,18.476806056
id_102,11.741291086
id_103,5.11474731599
id_104,16.213539946
id_105,37.016041166
id_106,30.012798646
id_107,6.86593709599
id_108,18.650208356
id_109,17.131916866
id_110,16.679804886
id_111,20.566611836
id_112,14.551517396
id_113,30.526082656
id_114,20.805215116
id_115,15.873399466
id_116,7.03871955599
id_117,46.884811786
id_118,30.652744986
id_119,3.33095469599
id_120,1.22152027599
id_121,7.31535247599
id_122,15.730535386
id_123,15.761567646
id_124,8.14994290599
id_125,27.823443266
id_126,21.122112596
id_127,15.075367196
id_128,20.087886456
id_129,20.014850206
id_130,3.44003834599
id_131,35.602801386
id_132,14.144390266
id_133,28.848954336
id_134,24.368648646
id_135,23.794746416
id_136,11.025791506
id_137,20.925616306
id_138,81.053533836
id_139,65.994631056
id_140,30.330086826
id_141,17.266565716
id_142,24.427610386
id_143,10.045203026
id_144,7.22049467599
id_145,10.956070226
id_146,23.018825456
id_147,7.15599862599
id_148,15.161880946
id_149,16.668699246
id_150,53.095697786
id_151,25.155007446
id_152,23.988343976
id_153,17.426816756
id_154,16.472886296
id_155,29.457522766
id_156,24.636906876
id_157,35.197854536
id_158,7.51179839599
id_159,24.533765396
id_160,51.330191086
id_161,20.327994546
id_162,61.549671646
id_163,19.224820856
id_164,40.413188986
id_165,26.443175746
id_166,24.848143786
id_167,2.16194340599
id_168,67.689183706
id_169,18.163452966
id_170,18.195087976
id_171,70.277659856
id_172,21.346746266
id_173,3.78991619599
id_174,22.371036626
id_175,5.42657457599
id_176,6.72726714599
id_177,23.317252666
id_178,19.594721786
id_179,21.141959616
id_180,44.539971996
id_181,29.099989706
id_182,27.598611486
id_183,13.232264966
id_184,6.88115164599
id_185,43.583306936
id_186,38.681317956
id_187,34.757633636
id_188,18.883502306
id_189,20.547506106
id_190,18.203838446
id_191,18.490605896
id_192,33.177441766
id_193,80.640691476
id_194,26.259963736
id_195,11.878250426
id_196,61.347808026
id_197,15.249913156
id_198,19.249580106
id_199,25.736693956
id_200,126.295004906
id_201,29.253266576
id_202,58.069073006
id_203,8.70102056599
id_204,69.308933056
id_205,38.786802756
id_206,17.774068246
id_207,13.782711696
id_208,66.046042366
id_209,17.149811836
id_210,28.159729616
id_211,75.947722546
id_212,20.671773316
id_213,126.227286156
id_214,42.180093106
id_215,96.554470836
id_216,98.837461826
id_217,75.702082026
id_218,31.986458966
id_219,19.176110226
id_220,34.577370686
id_221,60.489079686
id_222,31.936101406
id_223,39.117234196
id_224,47.238490436
id_225,12.155056076
id_226,-1.36482416401
id_227,69.960380566
id_228,31.482527676
id_229,1.22493654599
id_230,43.937299616
id_231,16.880873376
id_232,22.936335986
id_233,8.58135538599
id_234,11.970022676
id_235,20.221081906
id_236,13.108693356
id_237,-0.30088278401
id_238,20.755570446
id_239,0.07521890599
